,Branch length stretch,date,numdate
A_Denmark_295_2022_EPIISL12323577_2022-03-01,0.49885372802139094,2022-03-01,2022.1883841557797
A_Denmark_298_2020_EPIISL477519_2020-01-18,2.0,2020-01-18,2020.10072732964
A_Denmark_302_2020_EPIISL407949_2020-01-13,1.0000004296850656e-06,2020-01-13,2020.087214988099
A_Denmark_3136_2022_EPIISL16750983_2022-11-05_HA_4,1.2387059276214165,2022-11-05,2022.8612987832344
A_Denmark_3275_2019_EPIISL400749_2019-11-06,1.0000004296850656e-06,2019-11-06,2019.9027715209352
A_Denmark_3292_2019_EPIISL406278_2019-11-13,1.0000004296580795e-06,2019-11-13,2019.9216887996186
A_Denmark_39_2022_EPIISL9988851_2022-01-14,0.9982609121029016,2022-01-14,2022.0640706101453
A_Denmark_429_2023_EPIISL17190203_2023-01-30_HA_4,2.0,2023-01-30,2023.0943866812984
A_Denmark_511_2022_EPIISL12344160_2022-03-08,0.42844244500204515,2022-03-08,2022.207301434463
A_Denmark_559_2022_EPIISL12344018_2022-03-09,1.0000004296577498e-06,2022-03-09,2022.210003903222
A_Denmark_566_2022_EPIISL12343197_2022-03-09,2.0,2022-03-09,2022.2100039028464
A_Denmark_79_2021_EPIISL9488859_2021-12-21,0.3913609952416302,2021-12-21,2021.9985357518492
A_Denmark_84_2021_EPIISL9988839_2021-12-28,2.0,2021-12-28,2022.0174530305326
A_Denmark_86_2022_EPIISL10803084_2022-02-06,0.918448628909261,2022-02-06,2022.1262273829625
A_Denmark_87_2021_EPIISL9488861_2021-12-24,0.6126392978901442,2021-12-24,2022.0066431569992
A_Dijon_04835_2023_EPIISL18167389_2023-02-17_HA_4,0.8395557076081571,2023-02-17,2023.1430311121987
A_DistrictOfColumbia_05_2022_EPIISL11497632_2022-02-10,0.9689120678931277,2022-02-10,2022.137037256496
A_DistrictOfColumbia_10_2021_EPIISL8810276_2021-12-08,2.0,2021-12-08,2021.9634036628654
A_DistrictOfColumbia_24_2022_EPIISL12713472_2022-03-30,2.0,2022-03-30,2022.2667557388968
A_DistrictOfColumbia_33_2022_EPIISL12713502_2022-04-15,0.42651767244691946,2022-04-15,2022.3099952330303
A_Dowlais_7270_2022_EPIISL15839839_2022-11-01_HA_4,2.0,2022-11-01,2022.850488909701
A_Elista_CRIE_212_2021_EPIISL7019048_2021-11-26,1.3659313346968722,2021-11-26,2021.9309740422652
A_Elista_CRIE_232_2021_EPIISL7019069_2021-11-26,2.0,2021-11-26,2021.9309740422652
A_England_10772_2019_EPIISL414057_2019-12-24,1.0000004296581873e-06,2019-12-24,2020.032490003336
A_England_11499_2020_EPIISL427853_2020-01-22,0.7383536364098905,2020-01-22,2020.1115372031734
A_England_194560463_2019_EPIISL405123_2019-11-04,0.8571429756943608,2019-11-04,2019.8973665837925
A_England_194740483_2019_EPIISL408042_2019-11-18,0.7186152938803347,2019-11-18,2019.9352011411595
A_England_194740627_2019_EPIISL405147_2019-11-14,0.817939307207555,2019-11-14,2019.924391267626
A_England_194780194_2019_EPIISL428521_2019-11-22,1.0000004296581873e-06,2019-11-22,2019.9460110150687
A_England_194780278_2019_EPIISL405175_2019-11-18,1.0000004296581873e-06,2019-11-18,2019.9352011415353
A_England_194800289_2019_EPIISL405208_2019-11-20,0.9549465107863209,2019-11-20,2019.940606077926
A_England_194800299_2019_EPIISL405089_2019-11-19,1.0000004296581873e-06,2019-11-19,2019.9379036099187
A_England_194840318_2019_EPIISL405250_2019-11-19,1.0000004296581873e-06,2019-11-19,2019.9379036099187
A_England_194840321_2019_EPIISL405094_2019-11-20,1.0000004296581873e-06,2019-11-20,2019.940606078302
A_England_194840330_2019_EPIISL405254_2019-11-15,1.0000004296581873e-06,2019-11-15,2019.9270937363854
A_England_194940525_2019_EPIISL408306_2019-11-26,1.0000004296581873e-06,2019-11-26,2019.9568208886021
A_England_194980826_2019_EPIISL408349_2019-11-29,1.0000004296581754e-06,2019-11-29,2019.9649282937523
A_England_195040635_2019_EPIISL428545_2019-12-09,1.0000004296581873e-06,2019-12-09,2019.9919529775857
A_England_195040727_2019_EPIISL408381_2019-12-02,0.948423902142202,2019-12-02,2019.9730356985265
A_England_195080686_2019_EPIISL428580_2019-12-11,2.0,2019-12-11,2019.9973579139767
A_England_195160661_2019_EPIISL428518_2019-12-16,2.0,2019-12-16,2020.0108702558932
A_England_195180883_2019_EPIISL428668_2019-12-08,2.0,2019-12-08,2019.9892505088264
A_England_195200779_2019_EPIISL459842_2019-12-20,0.5317345688341725,2019-12-20,2020.0216801294266
A_England_195200780_2019_EPIISL409976_2019-12-23,0.33182725606576935,2019-12-23,2020.0297875345768
A_England_200100391_2019_EPIISL470942_2019-12-19,0.7561322164328476,2019-12-19,2020.0189776610434
A_England_200120622_2019_EPIISL470948_2019-12-30,1.0735742152004162,2019-12-30,2020.0487048132602
A_England_200181132_2019_EPIISL487030_2019-12-23,2.0,2019-12-23,2020.0297875345768
A_England_200181145_2019_EPIISL486998_2019-12-26,0.6656577799163409,2019-12-26,2020.0378949397268
A_England_200181207_2019_EPIISL487055_2019-12-27,0.990582489512481,2019-12-27,2020.0405974081102
A_England_200200175_2020_EPIISL480484_2020-01-02,0.7419370437360874,2020-01-02,2020.0574878355062
A_England_200380303_2020_EPIISL480520_2020-01-08,1.1195641495845927,2020-01-08,2020.0737026458064
A_England_200420382_2019_EPIISL480533_2019-12-24,2.0,2019-12-24,2020.0324900029602
A_England_201141147_2020_EPIISL9029627_2020-02-20,1.1835986327164851,2020-02-20,2020.1899087862905
A_England_211640706_2021_EPIISL5935277_2021-04-18,2.0,2021-04-18,2021.331026061161
A_England_213740825_2021_EPIISL5935288_2021-09-02,1.0000004296578544e-06,2021-09-02,2021.701264230056
A_England_213861328_2021_EPIISL5935307_2021-09-19,1.0000004296578544e-06,2021-09-19,2021.7472061925732
A_England_213900520_2021_EPIISL5935317_2021-09-22,1.1700194830502928,2021-09-22,2021.7553135973474
A_England_214021586_2021_EPIISL5935088_2021-09-29,1.0000004296578544e-06,2021-09-29,2021.7742308764066
A_England_214100499_2021_EPIISL9402242_2021-10-07,1.0000004296578544e-06,2021-10-07,2021.7958506234736
A_England_214200530_2021_EPIISL8609102_2021-10-13,1.0000004296578544e-06,2021-10-13,2021.8120654337736
A_England_214220885_2021_EPIISL8609112_2021-10-15,0.9982295487634947,2021-10-15,2021.8174703701645
A_England_214240725_2021_EPIISL8609118_2021-10-12,1.0000004296578544e-06,2021-10-12,2021.8093629653902
A_England_214340801_2021_EPIISL8609174_2021-10-20,0.9983007897877371,2021-10-20,2021.8309827120813
A_England_214340802_2021_EPIISL8609188_2021-10-20,1.0000004296578504e-06,2021-10-20,2021.830982712457
A_England_214701052_2021_EPIISL8929291_2021-11-17,1.0000004296578544e-06,2021-11-17,2021.9066518271911
A_England_214720679_2021_EPIISL8929292_2021-11-19,2.0,2021-11-19,2021.9120567635819
A_England_215060507_2021_EPIISL9650270_2021-12-10,1.0000004296578836e-06,2021-12-10,2021.968808600008
A_England_215160722_2021_EPIISL9383744_2021-12-20,1.445044142101084,2021-12-20,2021.9958332834656
A_England_215160727_2021_EPIISL9383847_2021-12-18,2.0,2021-12-18,2021.990428346699
A_England_215280755_2021_EPIISL9383908_2021-12-22,0.7038354911135581,2021-12-22,2022.0012382202324
A_England_215281673_2021_EPIISL9383909_2021-12-27,2.0,2021-12-27,2022.0147505621492
A_England_220261230_2022_EPIISL9650314_2022-01-13,1.000000429657879e-06,2022-01-13,2022.061368142138
A_England_220540737_2022_EPIISL11112338_2022-01-25,0.5792425607785808,2022-01-25,2022.0937977623623
A_England_220590291_2022_EPIISL11112343_2022-02-03,0.9501403686233217,2022-02-03,2022.1181199778123
A_England_224120264_2022_EPIISL16937244_2022-10-10_HA_4,9.99999995976882e-07,2022-10-10,2022.7910346056428
A_England_224320697_2022_EPIISL15888813_2022-10-20_HA_4,0.999426614894797,2022-10-20,2022.8180592891008
A_England_224380524_2022_EPIISL15888857_2022-10-22_HA_4,1.9407782949076977,2022-10-22,2022.8234642258676
A_England_224380530_2022_EPIISL15888891_2022-10-21_HA_4,9.99999995976882e-07,2022-10-21,2022.8207617578598
A_England_224380555_2022_EPIISL15888903_2022-10-23_HA_4,1.062494693035981,2022-10-23,2022.8261666942508
A_England_224480294_2022_EPIISL16032505_2022-10-21_HA_4,2.0,2022-10-21,2022.820761757484
A_England_224680739_2022_EPIISL16100760_2022-11-10_HA_4,0.4587285781736937,2022-11-10,2022.8748111251512
A_England_224780219_2022_EPIISL16477500_2022-11-20_HA_4,0.5390053568787696,2022-11-20,2022.9018358089845
A_England_224820673_2022_EPIISL16652577_2022-11-24_HA_4,0.998300789758133,2022-11-24,2022.912645682518
A_England_224860393_2022_EPIISL16616098_2022-11-27_HA_4,9.999999959769363e-07,2022-11-27,2022.920753088044
A_England_224880470_2022_EPIISL16616139_2022-11-29_HA_4,9.999999959769363e-07,2022-11-29,2022.9261580248108
A_England_224940233_2022_EPIISL16657763_2022-12-01_HA_4,0.9990989391553423,2022-12-01,2022.9315629612015
A_England_224940820_2022_EPIISL16658251_2022-11-30_HA_4,2.0,2022-11-30,2022.928860492818
A_England_224960866_2022_EPIISL16749108_2022-11-29_HA_4,9.99999995976828e-07,2022-11-29,2022.9261580248108
A_England_225000776_2022_EPIISL16749129_2022-12-06_HA_4,2.0,2022-12-06,2022.9450753031183
A_England_225000941_2022_EPIISL16664296_2022-12-08_HA_4,0.9892191503352448,2022-12-08,2022.9504802398849
A_England_225060687_2022_EPIISL16749380_2022-12-07_HA_4,2.0,2022-12-07,2022.9477777715017
A_England_225060710_2022_EPIISL16749458_2022-12-12_HA_4,0.8077457012038727,2022-12-12,2022.9612901134183
A_England_225100326_2022_EPIISL16749478_2022-12-15_HA_4,0.9981741747652663,2022-12-15,2022.9693975185685
A_England_225140355_2022_EPIISL16810076_2022-12-19_HA_4,0.9991506071407872,2022-12-19,2022.9802073921019
A_England_225140707_2022_EPIISL17224995_2022-12-14_HA_4,0.35118792604102933,2022-12-14,2022.966695050185
A_England_225140745_2022_EPIISL17246620_2022-12-20_HA_4,0.8448354383786352,2022-12-20,2022.982909860485
A_England_225260241_2022_EPIISL16810456_2022-12-23_HA_4,0.9860313899258347,2022-12-23,2022.9910172656353
A_England_225260286_2022_EPIISL16858528_2022-12-23_HA_4,9.99999995976882e-07,2022-12-23,2022.991017266011
A_England_225261217_2022_EPIISL17246634_2022-12-20_HA_4,2.0,2022-12-20,2022.982909860485
A_England_225280004_2022_EPIISL17246646_2022-12-29_HA_4,1.0182821726039164,2022-12-29,2023.0072320759355
A_England_225280006_2022_EPIISL17246647_2022-12-28_HA_4,9.99999995976882e-07,2022-12-28,2023.004529607928
A_England_225280064_2022_EPIISL17225011_2022-12-19_HA_4,0.40081639571674077,2022-12-19,2022.9802073921019
A_England_225280287_2022_EPIISL16811021_2022-12-22_HA_4,0.49885348917496375,2022-12-22,2022.9883147972519
A_England_225280333_2022_EPIISL16811034_2022-12-28_HA_4,1.0111717909369122,2022-12-28,2023.004529607552
A_England_225281086_2022_EPIISL17246837_2022-12-24_HA_4,0.6401528896636685,2022-12-24,2022.9937197340187
A_England_225281111_2022_EPIISL16886863_2022-12-28_HA_4,9.99999995976882e-07,2022-12-28,2023.004529607928
A_England_225281197_2022_EPIISL16886876_2022-12-09_HA_4,9.99999995976831e-07,2022-12-09,2022.9531827086441
A_England_230120114_2022_EPIISL16858559_2022-12-29_HA_4,0.9990723276195692,2022-12-29,2023.0072320759355
A_England_230120134_2022_EPIISL16886889_2022-12-29_HA_4,0.8998352840775067,2022-12-29,2023.0072320759355
A_England_230180691_2022_EPIISL16886954_2022-12-25_HA_4,0.9983010761912304,2022-12-25,2022.996422202402
A_England_230200138_2023_EPIISL16886972_2023-01-05_HA_4,1.0864651809448787,2023-01-05,2023.0268249717146
A_England_230540122_2023_EPIISL17225066_2023-01-30_HA_4,0.6669282948168426,2023-01-30,2023.0943866812984
A_England_231280359_2022_EPIISL18010622_2022-12-15_HA_4,0.9983008250637373,2022-12-15,2022.9693975185685
A_England_231280378_2022_EPIISL18010867_2022-12-14_HA_4,0.9983001937915406,2022-12-14,2022.966695050185
A_England_308_2019_EPIISL399814_2019-10-09,1.0000004296850656e-06,2019-10-09,2019.8271024062012
A_England_309_2019_EPIISL399818_2019-10-15,1.0000004296850656e-06,2019-10-15,2019.8433172165014
A_England_335_2019_EPIISL399841_2019-10-28,1.0000004296850656e-06,2019-10-28,2019.878449305485
A_England_343_2019_EPIISL399829_2019-10-21,2.0,2019-10-21,2019.8595320264255
A_England_345_2019_EPIISL399832_2019-10-18,1.0000004296850656e-06,2019-10-18,2019.8514246216514
A_England_362_2019_EPIISL405122_2019-10-31,1.0000004296850656e-06,2019-10-31,2019.886556710635
A_England_378_2019_EPIISL408030_2019-11-18,1.0000004296850656e-06,2019-11-18,2019.9352011415353
A_England_384_2019_EPIISL408033_2019-11-18,1.0000004296581873e-06,2019-11-18,2019.9352011415353
A_England_403_2019_EPIISL408050_2019-11-15,1.0000004296581873e-06,2019-11-15,2019.9270937363854
A_England_410_2019_EPIISL405168_2019-11-15,0.924722094902173,2019-11-15,2019.9270937360095
A_England_411_2019_EPIISL405169_2019-11-19,1.0000004296581873e-06,2019-11-19,2019.9379036099187
A_England_412_2019_EPIISL405170_2019-11-19,1.819994134582377,2019-11-19,2019.937903609543
A_England_421_2019_EPIISL405184_2019-11-15,2.0,2019-11-15,2019.9270937360095
A_England_481_2019_EPIISL405255_2019-11-19,0.4759034496910035,2019-11-19,2019.937903609543
A_England_483_2019_EPIISL408067_2019-11-22,1.0000004296850656e-06,2019-11-22,2019.9460110150687
A_England_501_2019_EPIISL405238_2019-10-20,1.0000004296850656e-06,2019-10-20,2019.8568295584182
A_England_51_2020_EPIISL480486_2020-01-06,1.1636746529711561,2020-01-06,2020.0682977090396
A_England_540_2019_EPIISL408011_2019-11-22,0.9833997325271037,2019-11-22,2019.9460110146929
A_England_552_2019_EPIISL408295_2019-11-29,1.0098486234388888,2019-11-29,2019.9649282933765
A_England_555_2019_EPIISL408298_2019-11-26,1.0000004296581873e-06,2019-11-26,2019.9568208886021
A_England_571_2019_EPIISL408319_2019-12-02,1.0000004296581873e-06,2019-12-02,2019.9730356989023
A_England_585_2019_EPIISL428503_2019-12-04,1.0000004296581873e-06,2019-12-04,2019.978440635669
A_England_599_2019_EPIISL418458_2019-11-13,0.9981532738743355,2019-11-13,2019.9216887992427
A_England_605_2019_EPIISL408296_2019-11-26,2.0,2019-11-26,2019.9568208882263
A_England_644_2019_EPIISL408375_2019-12-05,1.0000004296850656e-06,2019-12-05,2019.9811431040523
A_England_650_2019_EPIISL459736_2019-12-09,0.4512131205253975,2019-12-09,2019.9919529772098
A_England_651_2019_EPIISL459737_2019-12-05,1.0000004296581873e-06,2019-12-05,2019.9811431040523
A_England_652_2019_EPIISL459738_2019-12-09,0.6882990383195329,2019-12-09,2019.9919529772098
A_England_667_2019_EPIISL428551_2019-12-10,1.0000004296581325e-06,2019-12-10,2019.994655445969
A_England_702_2019_EPIISL428576_2019-12-11,2.0,2019-12-11,2019.9973579139767
A_England_708_2019_EPIISL428587_2019-12-11,2.0,2019-12-11,2019.9973579139767
A_England_718_2019_EPIISL459754_2019-12-12,0.7260423482675511,2019-12-12,2020.0000603823598
A_England_729_2019_EPIISL428508_2019-12-08,1.0000004296581325e-06,2019-12-08,2019.9892505092023
A_England_732_2019_EPIISL459761_2019-12-15,2.0,2019-12-15,2020.00816778751
A_England_741_2019_EPIISL428620_2019-12-12,0.986512312272702,2019-12-12,2020.0000603823598
A_England_747_2019_EPIISL428633_2019-12-10,1.0000004296581325e-06,2019-12-10,2019.994655445969
A_England_756_2019_EPIISL428640_2019-12-11,2.0,2019-12-11,2019.9973579139767
A_England_780_2019_EPIISL459785_2019-12-16,1.1137015488344593,2019-12-16,2020.0108702558932
A_England_812_2019_EPIISL459805_2019-12-16,1.0000004296581873e-06,2019-12-16,2020.010870256269
A_England_838_2019_EPIISL459835_2019-12-18,0.9981532956075151,2019-12-18,2020.01627519266
A_England_849_2019_EPIISL459836_2019-12-18,0.9983017423071592,2019-12-18,2020.01627519266
A_England_893_2019_EPIISL470987_2019-12-30,0.9640483671280462,2019-12-30,2020.0487048132602
A_England_894_2019_EPIISL480463_2019-12-31,0.9983015972672251,2019-12-31,2020.0514072816436
A_England_922_2019_EPIISL459846_2019-12-16,1.1130293840110934,2019-12-16,2020.0108702558932
A_England_94540758_2019_EPIISL401559_2019-10-25,0.42807399614549463,2019-10-25,2019.870341899959
A_England_94540759_2019_EPIISL401560_2019-10-25,0.9040478012749339,2019-10-25,2019.870341899959
A_Eskilstuna_10_2021_EPIISL8377542_2021-11-23,0.6658441911394776,2021-11-23,2021.9228666371152
A_Estonia_126500_2020_EPIISL500731_2020-02-19,1.0081723989896831,2020-02-19,2020.187206317907
A_Estonia_168131_2022_EPIISL12240118_2022-01-06,1.107861050526256,2022-01-06,2022.0424508630786
A_Estonia_168141_2022_EPIISL12240120_2022-01-05,0.494351493809855,2022-01-05,2022.0397483946952
A_Estonia_171921_2022_EPIISL17223839_2022-11-29_HA_4,2.0,2022-11-29,2022.926158024435
A_Estonia_171948_2022_EPIISL17223841_2022-11-30_HA_4,0.9987460903311209,2022-11-30,2022.928860492818
A_Estonia_173645_2023_EPIISL18008505_2023-03-02_HA_4,1.1392688066058712,2023-03-02,2023.1781632011823
A_Estonia_KL6953_2022_EPIISL17223842_2022-12-02_HA_4,0.44377656239917734,2022-12-02,2022.934265429585
A_Estonia_KL7045_2022_EPIISL17049186_2022-12-12_HA_4,9.999999959768662e-07,2022-12-12,2022.9612901137941
A_Extremadura_1243_2022_EPIISL11814269_2022-03-09,2.0,2022-03-09,2022.2100039028464
A_Extremadura_4068_2022_EPIISL16054053_2022-10-17_HA_4,9.999999959768465e-07,2022-10-17,2022.8099518843264
A_Extremadura_531_2023_EPIISL17297320_2022-12-28_HA_4,0.6313206951745707,2022-12-28,2023.004529607552
A_Extremadura_704_2023_EPIISL17297328_2023-02-02_HA_4,1.1251196729095136,2023-02-02,2023.1024940864486
A_Finland_135_2019_EPIISL399947_2019-10-25,1.0000004296850656e-06,2019-10-25,2019.8703419003348
A_Finland_172_2020_EPIISL466926_2020-01-01,2.0,2020-01-01,2020.0547853671228
A_Finland_181_2020_EPIISL467018_2020-02-01,1.0000004296582015e-06,2020-02-01,2020.1385618873826
A_Finland_181_2020_EPIISL485739_2020-02-01,1.0000004296582015e-06,2020-02-01,2020.1385618873826
A_Finland_317_2022_EPIISL16749448_2022-11-11_HA_4,9.999999959768465e-07,2022-11-11,2022.8775135939102
A_Florida_01_2022_EPIISL10492926_2022-01-10,2.0,2022-01-10,2022.053260736612
A_Florida_02_2021_EPIISL7256569_2021-10-20,1.0000004296578985e-06,2021-10-20,2021.830982712457
A_Florida_08_2021_EPIISL7602480_2021-11-12,0.9621364875705569,2021-11-12,2021.8931394848983
A_Florida_09_2023_EPIISL17212768_2023-01-09_HA_4,9.999999959769158e-07,2023-01-09,2023.0376348456239
A_Florida_10_2023_EPIISL17100683_2023-01-09_HA_4,2.0,2023-01-09,2023.037634845248
A_Florida_10_2023_EPIISL17212777_2023-01-09_HA_4,9.999999959769158e-07,2023-01-09,2023.0376348456239
A_Florida_110_2019_EPIISL397205_2019-10-02,1.0000004296580598e-06,2019-10-02,2019.8081851275176
A_Florida_119_2019_EPIISL398796_2019-10-21,0.9983017552220448,2019-10-21,2019.8595320264255
A_Florida_127_2019_EPIISL404749_2019-11-21,0.9951135909756067,2019-11-21,2019.9433085463097
A_Florida_127_2022_EPIISL16830249_2022-11-14_HA_4,1.0000824323225124,2022-11-14,2022.8856209986845
A_Florida_12_2021_EPIISL8557724_2021-11-21,1.0000004296577352e-06,2021-11-21,2021.9174617007245
A_Florida_139_2019_EPIISL491828_2019-12-13,0.9983026699670449,2019-12-13,2020.0027628507435
A_Florida_143_2019_EPIISL412131_2019-12-30,1.0972666779206701,2019-12-30,2020.0487048132602
A_Florida_19_2021_EPIISL9390636_2021-12-05,1.0000004296577352e-06,2021-12-05,2021.9552962580913
A_Florida_22_2022_EPIISL12713520_2022-02-26,2.0,2022-02-26,2022.1802767506294
A_Florida_23_2017_EPIISL270166_2017-03-23,0.9996805038131684,2017-03-23,2017.312455575116
A_Florida_31_2022_EPIISL12713572_2022-04-19,1.6329719195815169,2022-04-19,2022.3208051065637
A_France_ARA-HCL022191017701_2022_EPIISL16311756_2022-11-15_HA_4,0.9791864064714323,2022-11-15,2022.888323467068
A_France_ARA-HCL022211054901_2022_EPIISL16822687_2022-12-17_HA_4,9.999999959769407e-07,2022-12-17,2022.9748024557111
A_France_ARA-HCL022215638501_2022_EPIISL16822859_2022-12-26_HA_4,2.0,2022-12-26,2022.9991246707852
A_France_ARA-HCL022216793001_2022_EPIISL16822889_2022-12-27_HA_4,0.7126835701254227,2022-12-27,2023.0018271391687
A_France_ARA-HCL022217171601_2022_EPIISL16822902_2022-12-28_HA_4,2.0,2022-12-28,2023.004529607552
A_France_ARA-HCL023005127901_2023_EPIISL16823073_2023-01-09_HA_4,0.9994334265378186,2023-01-09,2023.037634845248
A_France_ARA-HCL023008795501_2023_EPIISL16823107_2023-01-14_HA_4,0.5457187177170388,2023-01-14,2023.0511471871648
A_France_ARA-HCL023020703901_2023_EPIISL17693406_2023-02-02_HA_4,0.9994280671488371,2023-02-02,2023.1024940864486
A_France_ARA-HCL023024366701_2023_EPIISL17693541_2023-02-05_HA_4,2.0,2023-02-05,2023.1106014915986
A_France_IHUMIInfluenzaAH3N2genome606784_2021_EPIISL6795391_2021-07-01,1.000000429658178e-06,2021-07-01,2021.531008721905
A_France_PAC-HCL022218131701_2022_EPIISL17324369_2022-12-27_HA_4,0.47964061390876733,2022-12-27,2023.0018271391687
A_France_PAC-HCL023026489601_2023_EPIISL17693696_2023-02-06_HA_4,2.0,2023-02-06,2023.113303959982
A_FriuliVeneziaGiulia_233_2019_EPIISL416221_2019-11-28,0.9983015758839192,2019-11-28,2019.962225824993
A_FriuliVeneziaGiulia_257_2020_EPIISL486719_2020-02-11,1.721080065521552,2020-02-11,2020.1655865708403
A_Fujian-Xinluo_1684_2020_EPIISL522425_2020-04-15,0.954054736291162,2020-04-15,2020.338544547375
A_GUNMA_36_2020_EPIISL684053_2020-01-28,0.9709730465156048,2020-01-28,2020.1277520134736
A_Galicia_1605_2022_EPIISL12646531_2022-03-14,0.3360074385362033,2022-03-14,2022.2235162447632
A_Galicia_1606_2022_EPIISL12646549_2022-03-18,1.0000004296577352e-06,2022-03-18,2022.2343261186725
A_Galicia_22019144_2022_EPIISL16470930_2022-11-17_HA_4,0.9060540174196745,2022-11-17,2022.8937284038348
A_Gavle_9_2019_EPIISL398731_2019-10-29,1.0000004296850656e-06,2019-10-29,2019.8811517738682
A_Georgia_03_2020_EPIISL416805_2020-01-27,2.0,2020-01-27,2020.12504954509
A_Georgia_05_2021_EPIISL8557855_2021-11-23,1.0000004296577352e-06,2021-11-23,2021.922866637491
A_Georgia_1275_2019_EPIISL407474_2019-12-27,0.8767687587288683,2019-12-27,2020.0405974081102
A_Georgia_2052_2021_EPIISL12219445_2021-12-17,0.6476534121287157,2021-12-17,2021.9877258783158
A_Georgia_2194_2022_EPIISL18123720_2022-11-22_HA_4,0.4016846441366357,2022-11-22,2022.9072407457513
A_Georgia_2337_2022_EPIISL18127199_2022-12-01_HA_4,1.3145475657118422,2022-12-01,2022.9315629612015
A_Georgia_25_2022_EPIISL15928337_2022-10-08_HA_4,0.9990773656990676,2022-10-08,2022.7856296685006
A_Germany_11985_2020_EPIISL463777_2020-02-13,0.3925648380230505,2020-02-13,2020.1709915076071
A_Germany_12218_2021_EPIISL4702754_2021-09-07,1.0000004296578368e-06,2021-09-07,2021.7147765719728
A_Germany_12426_2021_EPIISL7404288_2021-09-30,1.0000004296578368e-06,2021-09-30,2021.77693334479
A_Germany_12672_2022_EPIISL12729594_2022-03-01,1.0148713690981774,2022-03-01,2022.1883841557797
A_Germany_13512_2022_EPIISL16486014_2022-10-17_HA_4,9.999999959768541e-07,2022-10-17,2022.8099518843264
A_Germany_13516_2022_EPIISL16486018_2022-10-19_HA_4,2.0,2022-10-19,2022.8153568207174
A_Germany_13521_2022_EPIISL16486031_2022-10-22_HA_4,0.23283591786719568,2022-10-22,2022.8234642258676
A_Germany_13559_2022_EPIISL16491571_2022-10-27_HA_4,0.6710654048773478,2022-10-27,2022.8369765677842
A_Germany_13713_2022_EPIISL16572318_2022-11-23_HA_4,1.7888542943748094,2022-11-23,2022.9099432141347
A_Germany_13819_2022_EPIISL16743902_2022-12-11_HA_4,2.0,2022-12-11,2022.958587645035
A_Germany_13906_2022_EPIISL16744057_2022-12-28_HA_4,9.999999959769215e-07,2022-12-28,2023.004529607928
A_Germany_13940_2022_EPIISL16744137_2022-12-09_HA_4,9.999999959769632e-07,2022-12-09,2022.9531827086441
A_Germany_13965_2022_EPIISL16744190_2022-12-28_HA_4,2.0,2022-12-28,2023.004529607552
A_Grenoble_185_2020_EPIISL498324_2020-01-10,1.0772396892481126,2020-01-10,2020.079107582573
A_Grenoble_2789_2020_EPIISL984703_2020-10-21,1.0000004296580757e-06,2020-10-21,2020.8493110722043
A_Grenoble_2789_2020oct_EPIISL707784_2020-10-21,1.0000004296580757e-06,2020-10-21,2020.8493110722043
A_Guangdong-Gaoming_31_2019_EPIISL485555_2019-12-13,1.0078772441523491,2019-12-13,2020.0027628507435
A_Guatemala_09_2022_EPIISL12710567_2022-01-04,0.9983015720926882,2022-01-04,2022.0370459263117
A_Guatemala_187_2023_EPIISL17699912_2023-03-01_HA_4,0.9789077525701686,2023-03-01,2023.175460732799
A_Guatemala_327_2022_EPIISL16447183_2022-10-06_HA_4,0.7353293513863755,2022-10-06,2022.7802247317338
A_Guatemala_39_2022_EPIISL12710452_2022-01-23,1.1691614988223107,2022-01-23,2022.0883928255955
A_Gwangju_137_2022_EPIISL16922243_2022-11-21_HA_4,1.0268677246005662,2022-11-21,2022.9045382773681
A_Gwangju_717_2023_EPIISL17150663_2023-02-06_HA_4,0.9945647302776999,2023-02-06,2023.113303959982
A_Gwangju_718_2023_EPIISL17150664_2023-02-07_HA_4,2.0,2023-02-07,2023.1160064283652
A_Haiti_70008_2019_EPIISL413730_2019-10-24,2.0,2019-10-24,2019.8676394315758
A_Haiti_70094_2019_EPIISL413728_2019-10-24,0.37144320656287233,2019-10-24,2019.8676394315758
A_Halmstad_2_2020_EPIISL413685_2020-02-16,0.6513261547197337,2020-02-16,2020.1790989127571
A_HauteNormandie_27444_2021_EPIISL9401967_2021-09-11,1.0000004296578544e-06,2021-09-11,2021.7255864455062
A_Hawaii_01_2020_EPIISL412179_2020-01-05,0.9991507160946327,2020-01-05,2020.0655952406562
A_Hawaii_03_2022_EPIISL11533853_2022-02-23,2.0,2022-02-23,2022.1721693454797
A_Hawaii_42_2019_EPIISL398940_2019-05-28,1.5784908884766717,2019-05-28,2019.4649716424562
A_Hawaii_49_2022_EPIISL16834781_2022-10-24_HA_4,0.6097036297523714,2022-10-24,2022.8288691626342
A_Hawaii_52_2022_EPIISL16834792_2022-10-28_HA_4,2.0,2022-10-28,2022.8396790361676
A_Hawaii_85_2019_EPIISL404603_2019-12-16,0.9983015972672251,2019-12-16,2020.0108702558932
A_Hebei-Hanshan_12173_2022_EPIISL16559108_2022-11-21_HA_4,0.7616439547394787,2022-11-21,2022.9045382773681
A_Hebei-Sanhe_3148_2019_EPIISL410650_2019-11-25,1.0000004296580825e-06,2019-11-25,2019.954118420219
A_Heilongjiang-Jiguan_1222_2020_EPIISL485412_2020-03-16,2.0,2020-03-16,2020.2574704958743
