,Branch length stretch,date,numdate
A_Michigan_UOM10042602320_2021_EPIISL6902155_2021-11-10,0.5504689531979521,2021-11-10,2021.8877345481317
A_Michigan_UOM10042602486_2021_EPIISL6902159_2021-11-10,1.000000429657751e-06,2021-11-10,2021.8877345485075
A_Michigan_UOM10042603462_2021_EPIISL6902167_2021-11-10,1.0000004296577352e-06,2021-11-10,2021.8877345485075
A_Michigan_UOM10042620798_2021_EPIISL6902092_2021-11-11,1.0000004296577352e-06,2021-11-11,2021.890437016891
A_Michigan_UOM10042637925_2021_EPIISL6862973_2021-11-12,1.0000004296577352e-06,2021-11-12,2021.893139485274
A_Michigan_UOM10042639285_2021_EPIISL6862978_2021-11-12,1.0000004296577352e-06,2021-11-12,2021.893139485274
A_Michigan_UOM10042643173_2021_EPIISL6862982_2021-11-12,1.0000004296577352e-06,2021-11-12,2021.893139485274
A_Michigan_UOM10042656290_2021_EPIISL6863007_2021-11-13,1.0000004296577352e-06,2021-11-13,2021.8958419536575
A_Michigan_UOM10042670868_2021_EPIISL6863009_2021-11-15,1.0000004296577075e-06,2021-11-15,2021.9012468904243
A_Michigan_UOM10042679668_2021_EPIISL6863041_2021-11-15,1.0000004296577352e-06,2021-11-15,2021.9012468904243
A_Michigan_UOM10042681528_2021_EPIISL6901981_2021-11-15,1.0000004296577352e-06,2021-11-15,2021.9012468904243
A_Michigan_UOM10042694566_2021_EPIISL6862910_2021-11-16,2.0,2021-11-16,2021.9039493584316
A_Michigan_UOM10042694575_2021_EPIISL6862911_2021-11-16,1.0000004296577352e-06,2021-11-16,2021.9039493588075
A_Michigan_UOM10042698060_2021_EPIISL6862917_2021-11-16,1.0000004296577352e-06,2021-11-16,2021.9039493588075
A_Michigan_UOM10042745403_2021_EPIISL11349481_2021-11-18,1.0000004296577352e-06,2021-11-18,2021.9093542955743
A_Michigan_UOM10043274339_2021_EPIISL9769115_2021-12-22,0.5565587424121922,2021-12-22,2022.0012382202324
A_Michigan_UOM10048462611_2022_EPIISL16641735_2022-11-17_HA_4,2.0,2022-11-17,2022.8937284038348
A_Michigan_UOM10048586038_2022_EPIISL16869572_2022-11-27_HA_4,0.9983012331035198,2022-11-27,2022.9207530876681
A_Michigan_UOM10048606708_2022_EPIISL16869594_2022-11-28_HA_4,0.4934229954817794,2022-11-28,2022.9234555560515
A_Michigan_UOM10048610052_2022_EPIISL16869610_2022-11-28_HA_4,2.0,2022-11-28,2022.9234555560515
A_Michigan_UOM10048652655_2022_EPIISL16869650_2022-11-30_HA_4,1.6246932154599323,2022-11-30,2022.928860492818
A_Michigan_UOM10048791041_2022_EPIISL16872378_2022-12-08_HA_4,0.9983010665970297,2022-12-08,2022.9504802398849
A_Michigan_UOM10048811525_2022_EPIISL16872509_2022-12-09_HA_4,9.999999959769308e-07,2022-12-09,2022.9531827086441
A_Michigan_UOM10048833938_2022_EPIISL16872535_2022-12-12_HA_4,9.99999995976882e-07,2022-12-12,2022.9612901137941
A_Michigan_UOM10048840685_2022_EPIISL16872549_2022-12-12_HA_4,2.0,2022-12-12,2022.9612901134183
A_Michigan_UOM10048875305_2022_EPIISL17551729_2022-12-14_HA_4,0.6217145518617206,2022-12-14,2022.966695050185
A_Michigan_UOM10048895359_2022_EPIISL17551755_2022-12-15_HA_4,0.4962389531890681,2022-12-15,2022.9693975185685
A_Michigan_UOM10048932271_2022_EPIISL17551764_2022-12-16_HA_4,0.499277677056121,2022-12-16,2022.9720999869517
A_Michigan_UOM10048959795_2022_EPIISL17804668_2022-12-19_HA_4,0.9973468531796681,2022-12-19,2022.9802073921019
A_Michigan_UOM10048995146_2022_EPIISL16872634_2022-12-21_HA_4,2.0,2022-12-21,2022.9856123288687
A_Michigan_UOM10049003222_2022_EPIISL16872645_2022-12-21_HA_4,1.0265714658923204,2022-12-21,2022.9856123288687
A_Michigan_UOM10049005135_2022_EPIISL17804705_2022-12-21_HA_4,0.9983008351367239,2022-12-21,2022.9856123288687
A_Michigan_UOM10049020334_2022_EPIISL18076787_2022-12-22_HA_4,0.7670959686018469,2022-12-22,2022.9883147972519
A_Michigan_UOM10049062213_2022_EPIISL18005649_2022-12-27_HA_4,9.999999959769363e-07,2022-12-27,2023.0018271395445
A_Michigan_UOM10049067718_2022_EPIISL17019281_2022-12-27_HA_4,0.9983004789765512,2022-12-27,2023.0018271391687
A_Michigan_UOM10049116779_2022_EPIISL17551696_2022-12-30_HA_4,1.020199809191047,2022-12-30,2023.0099345443186
A_Michigan_UOM10049179487_2023_EPIISL17804752_2023-01-05_HA_4,9.999999959769363e-07,2023-01-05,2023.0268249720905
A_Michigan_UOM10049895567_2023_EPIISL17832885_2023-02-16_HA_4,1.1255622503024174,2023-02-16,2023.1403286438156
A_Michigan_UOM10049993329_2023_EPIISL17832893_2023-02-23_HA_4,1.2059198620125449,2023-02-23,2023.159245922499
A_Michigan_UOMCL21-590096_2021_EPIISL6902018_2021-11-01,1.0000004296577352e-06,2021-11-01,2021.863412333057
A_Michigan_UOMCL21-590099_2021_EPIISL6902021_2021-11-01,1.000000429657751e-06,2021-11-01,2021.863412333057
A_Michigan_UOMCL21-590106_2021_EPIISL6902028_2021-11-01,1.0000004296577352e-06,2021-11-01,2021.863412333057
A_Michigan_UOMHS16149_2022_EPIISL17019586_2022-11-23_HA_4,9.99999995976861e-07,2022-11-23,2022.9099432145103
A_Milano_01_2021_EPIISL9627679_2021-09-26,0.5984500337312694,2021-09-26,2021.766123470881
A_Minnesota_05_2021_EPIISL8636586_2021-11-16,1.0000004296577352e-06,2021-11-16,2021.9039493588075
A_Minnesota_17_2023_EPIISL17212811_2023-02-08_HA_4,2.0,2023-02-08,2023.1187088967488
A_Minnesota_24_2020_EPIISL449732_2020-03-24,0.9981238157033195,2020-03-24,2020.2790902429413
A_Minnesota_59_2019_EPIISL400865_2019-11-13,0.9620898023434531,2019-11-13,2019.9216887992427
A_Minnesota_IVYD13J53G0_2022_EPIISL16957211_2022-11-25_HA_4,0.9981630344518532,2022-11-25,2022.9153481509015
A_Mississippi_02_2021_EPIISL7602544_2021-11-10,1.0000004296577352e-06,2021-11-10,2021.8877345485075
A_Mississippi_13_2022_EPIISL12713134_2022-04-08,0.6550532336437296,2022-04-08,2022.291077954347
A_Mississippi_29_2019_EPIISL397011_2019-10-15,2.0,2019-10-15,2019.8433172161256
A_Mississippi_32_2019_EPIISL400014_2019-11-19,2.0,2019-11-19,2019.937903609543
A_Mississippi_41_2019_EPIISL410770_2019-12-31,1.0000004296850656e-06,2019-12-31,2020.0514072820195
A_Mississippi_57_2022_EPIISL16447123_2022-12-08_HA_4,2.0,2022-12-08,2022.9504802398849
A_Missouri_04_2022_EPIISL10825994_2022-01-18,1.5855100920059273,2022-01-18,2022.0748804836787
A_Missouri_10_2023_EPIISL17250813_2023-01-23_HA_4,0.9981527647464253,2023-01-23,2023.075469402615
A_Missouri_13747_2022_EPIISL16572592_2022-11-29_HA_4,0.998301088651423,2022-11-29,2022.926158024435
A_Missouri_13751_2022_EPIISL16572626_2022-12-07_HA_4,2.0,2022-12-07,2022.9477777715017
A_Missouri_13_2022_EPIISL12710485_2022-03-08,2.0,2022-03-08,2022.207301434463
A_Missouri_21_2023_EPIISL17391848_2023-03-06_HA_4,0.8222985306011495,2023-03-06,2023.188973074716
A_Missouri_USAFSAM-13983_2022_EPIISL16919181_2022-12-15_HA_4,0.41312409944312495,2022-12-15,2022.9693975185685
A_Monmouth_3635_2019_EPIISL398176_2019-10-30,0.8994946563884426,2019-10-30,2019.883854241876
A_Montana_05_2021_EPIISL8636573_2021-11-17,1.7036513562648965,2021-11-17,2021.9066518268153
A_Montana_09_2021_EPIISL8636588_2021-11-29,1.0000004296577352e-06,2021-11-29,2021.9390814477913
A_Montana_11_2021_EPIISL9033421_2021-12-13,1.2060425272873352,2021-12-13,2021.9769160047824
A_Montana_13_2022_EPIISL12717537_2022-03-20,2.0,2022-03-20,2022.2397310550632
A_Montana_28_2015_EPIISL223311_2015-09-24,2.0,2015-09-24,2015.8382590719973
A_Montana_56_2019_EPIISL401002_2019-11-14,0.4992783998977744,2019-11-14,2019.924391267626
A_Montana_63_2019_EPIISL402459_2019-12-09,0.74411370291728,2019-12-09,2019.9919529772098
A_Montana_69_2019_EPIISL409104_2019-12-27,2.0,2019-12-27,2020.0405974081102
A_Moscow_12-02V_2021_EPIISL5056429_2021-09-13,0.4870778247712486,2021-09-13,2021.7309913818972
A_Moscow_12-03V_2021_EPIISL5056430_2021-09-04,0.9985403349177159,2021-09-04,2021.7066691664472
A_Moscow_12-04V_2021_EPIISL5056431_2021-09-13,1.000000429657676e-06,2021-09-13,2021.730991382273
A_Moscow_CRIE_2_2021_EPIISL2178976_2021-05-04,0.9888323524186391,2021-05-04,2021.3742655552946
A_Moscow_CRIE_32_2021_EPIISL6033237_2021-10-20,0.9398643744717653,2021-10-20,2021.8309827120813
A_MountainAsh_8403_2022_EPIISL11000769_2022-02-28,1.0000004296578504e-06,2022-02-28,2022.185681687772
A_Murcia_4784_2022_EPIISL16591316_2022-12-04_HA_4,9.99999995976831e-07,2022-12-04,2022.9396703667273
A_Myanmar_I019_2021_EPIISL11303028_2021-08-01,1.0000004296579243e-06,2021-08-01,2021.6147852417887
A_Myanmar_I026_2021_EPIISL11303029_2021-08-01,1.0000004296579243e-06,2021-08-01,2021.6147852417887
A_Myanmar_I035_2021_EPIISL11303030_2021-08-01,1.0000004296579243e-06,2021-08-01,2021.6147852417887
A_Myanmar_I039_2021_EPIISL11303031_2021-08-01,1.0000004296579243e-06,2021-08-01,2021.6147852417887
A_Myanmar_I046_2021_EPIISL9109660_2021-10-21,2.0,2021-10-21,2021.8336851804645
A_NADYM_RII-46578S_21_EPIISL4382680_2021-08-07,1.000000429657676e-06,2021-08-07,2021.631000052089
A_NAGANO_2731_2017_EPIISL306954_2017-11-28,0.7265104534236358,2017-11-28,2017.9880726709541
A_Navarra_1173_2022_EPIISL11467638_2022-02-28,1.0000004296578057e-06,2022-02-28,2022.185681687772
A_Navarra_1203_2022_EPIISL11814316_2022-02-26,1.0915090934914204,2022-02-26,2022.1802767506294
A_Navarra_1254_2022_EPIISL11814330_2022-03-10,1.2359688225200138,2022-03-10,2022.2127063712298
A_Navarra_1343_2022_EPIISL11814344_2022-03-08,0.9704790493176958,2022-03-08,2022.207301434463
A_Navarra_4078_2022_EPIISL16054080_2022-10-21_HA_4,1.0630864673124532,2022-10-21,2022.820761757484
A_Navarra_979_2022_EPIISL10347256_2022-02-11,0.5705371578930349,2022-02-11,2022.1397397248793
A_Nebraska_01_2021_EPIISL4373608_2021-08-17,1.000000429657768e-06,2021-08-17,2021.6580247359225
A_Nebraska_01_2021_EPIISL4373623_2021-08-17,1.000000429657768e-06,2021-08-17,2021.6580247359225
A_Nebraska_02_2017_EPIISL248141_2017-01-10,2.0,2017-01-10,2017.1178778515148
A_Nebraska_03_2021_EPIISL8636592_2021-11-15,1.0000004296577352e-06,2021-11-15,2021.9012468904243
A_Nebraska_06_2021_EPIISL8636536_2021-11-30,1.0000004296577352e-06,2021-11-30,2021.9417839161745
A_Nebraska_12551_2021_EPIISL9702068_2021-12-15,0.7355755188889818,2021-12-15,2021.982320941549
A_Nebraska_12_2021_EPIISL9389011_2021-12-27,1.0000004296577352e-06,2021-12-27,2022.014750562525
A_Nebraska_19_2015_EPIISL226837_2015-10-23,0.6234671746726016,2015-10-23,2015.9166306551144
A_Neimenggu-Erlianhaote_187_2023_EPIISL17465777_2023-01-28_HA_4,1.2256395422339048,2023-01-28,2023.0889817445318
A_Nepal_20FL2312_2020_EPIISL2233243_2020-12-19,2.0,2020-12-19,2021.008756706446
A_Nepal_21FL0201_2021_EPIISL2233244_2021-02-01,2.0,2021-02-01,2021.1256384640265
A_Nepal_21FL1719_2021_EPIISL5419099_2021-07-07,1.0000004296577108e-06,2021-07-07,2021.5472235322052
A_Nepal_21FL2304_2021_EPIISL5419102_2021-08-01,1.0000004296576947e-06,2021-08-01,2021.6147852417887
A_Nepal_21FL2304_2021_EPIISL5419103_2021-08-01,1.0000004296576947e-06,2021-08-01,2021.6147852417887
A_Nepal_21FL2352_2021_EPIISL5419105_2021-08-02,1.1785457862689588,2021-08-02,2021.6174877097965
A_Nepal_21FL2415_2021_EPIISL5419107_2021-08-03,0.47926482215019073,2021-08-03,2021.6201901781797
A_Nepal_21FL2439_2021_EPIISL5419108_2021-08-03,1.1908731613370382,2021-08-03,2021.6201901781797
A_Nepal_21FL2608_2021_EPIISL10826909_2021-08-10,1.0000004296578836e-06,2021-08-10,2021.639107457239
A_Nepal_21FL2632_2021_EPIISL5419117_2021-08-10,0.8744525983959932,2021-08-10,2021.6391074568633
A_Nepal_21FL2699_2021_EPIISL10826905_2021-08-11,1.0000004296577108e-06,2021-08-11,2021.6418099256223
A_Nepal_21FL2699_2021_EPIISL5419121_2021-08-11,1.0000004296577108e-06,2021-08-11,2021.6418099256223
A_Nepal_21FL2700_2021_EPIISL5419123_2021-08-11,0.6379538154005437,2021-08-11,2021.6418099252464
A_Nepal_21FL2854_2021_EPIISL10626780_2021-08-23,1.0000004296577394e-06,2021-08-23,2021.6742395462225
A_Nepal_434_2023_EPIISL18138342_2023-04-03_HA_4,2.0,2023-04-03,2023.2646421894497
A_Nepal_NPWR-05637_2021_EPIISL2932452_2021-04-08,1.0000004296578809e-06,2021-04-08,2021.3040013777033
A_Nepal_NPWR-05637_2021_EPIISL2932453_2021-04-08,1.0000004296578809e-06,2021-04-08,2021.3040013777033
A_Nepal_Npwr-05637_2021_EPIISL4080569_2021-04-08,2.0,2021-04-08,2021.3040013773275
A_Netherlands_00007_2021_EPIISL6915284_2021-08-02,2.0,2021-08-02,2021.6174877097965
A_Netherlands_00007_2021_EPIISL8814258_2021-08-02,0.49927778790931565,2021-08-02,2021.6174877097965
A_Netherlands_00008_2021_EPIISL6915285_2021-09-08,0.9997051742754834,2021-09-08,2021.7174790399806
A_Netherlands_00009_2021_EPIISL4551781_2021-09-09,1.0000004296578544e-06,2021-09-09,2021.7201815087396
A_Netherlands_00016_2020_EPIISL406847_2020-01-02,0.5830832145609094,2020-01-02,2020.0574878355062
A_Netherlands_00042_2021_EPIISL6371192_2021-10-29,2.0,2021-10-29,2021.8553049275313
A_Netherlands_00070_2022_EPIISL10498215_2022-01-26,1.0000004296577881e-06,2022-01-26,2022.0965002311214
A_Netherlands_00109_2022_EPIISL11100061_2022-02-28,1.483431239969286,2022-02-28,2022.1856816873963
A_Netherlands_00126_2021_EPIISL9760143_2021-12-03,1.2612049008968202,2021-12-03,2021.9498913209488
A_Netherlands_00136_2022_EPIISL11100076_2022-03-02,1.0000004296577435e-06,2022-03-02,2022.1910866245387
A_Netherlands_00176_2022_EPIISL11520339_2022-03-04,1.000000429657902e-06,2022-03-04,2022.1964915613055
A_Netherlands_00258_2022_EPIISL11522809_2022-03-06,1.0000004296577881e-06,2022-03-06,2022.2018964980723
A_Netherlands_00259_2020_EPIISL412432_2020-02-03,0.4522653828156758,2020-02-03,2020.1439668237736
A_Netherlands_00279_2022_EPIISL11522817_2022-03-06,1.0000004296850656e-06,2022-03-06,2022.2018964980723
A_Netherlands_00312_2022_EPIISL11522872_2022-03-14,1.000000429657902e-06,2022-03-14,2022.223516245139
A_Netherlands_00313_2022_EPIISL11522877_2022-03-14,2.0,2022-03-14,2022.2235162447632
A_Netherlands_00315_2020_EPIISL415712_2020-02-04,1.185586731932953,2020-02-04,2020.1466692921567
A_Netherlands_00334_2022_EPIISL11782216_2022-03-14,2.0,2022-03-14,2022.2235162447632
A_Netherlands_00388_2022_EPIISL11782111_2022-03-18,1.0000004296578057e-06,2022-03-18,2022.2343261186725
A_Netherlands_00432_2022_EPIISL11782186_2022-03-16,2.0,2022-03-16,2022.2289211815298
A_Netherlands_00470_2022_EPIISL11985580_2022-03-25,2.0,2022-03-25,2022.2532433969802
A_Netherlands_00493_2022_EPIISL11985586_2022-03-25,1.0000004296850656e-06,2022-03-25,2022.2532433973558
A_Netherlands_00826_2022_EPIISL12555329_2022-04-21,2.0,2022-04-21,2022.3262100433305
A_Netherlands_00832_2022_EPIISL12555385_2022-04-19,0.9126491673600008,2022-04-19,2022.3208051065637
A_Netherlands_00903_2022_EPIISL12725041_2022-04-28,2.0,2022-04-28,2022.3451273220142
A_Netherlands_01099_2023_EPIISL17258028_2023-03-06_HA_4,2.0,2023-03-06,2023.188973074716
A_Netherlands_01342_2022_EPIISL15984904_2022-11-24_HA_4,0.9990137860118629,2022-11-24,2022.912645682518
A_Netherlands_01348_2022_EPIISL16054270_2022-11-27_HA_4,0.9952047442813078,2022-11-27,2022.9207530876681
A_Netherlands_01687_2019_EPIISL401971_2019-12-12,0.9983017289055259,2019-12-12,2020.0000603823598
A_Netherlands_01706_2019_EPIISL401978_2019-12-14,0.6633078564271805,2019-12-14,2020.0054653191266
A_Netherlands_01718_2019_EPIISL403747_2019-12-22,1.000000429658114e-06,2019-12-22,2020.0270850665693
A_Netherlands_01723_2019_EPIISL403750_2019-12-22,0.9152880063747278,2019-12-22,2020.0270850661934
A_Netherlands_01926_2022_EPIISL16411871_2022-12-19_HA_4,0.9983010186332589,2022-12-19,2022.9802073921019
A_Netherlands_02421_2019_EPIISL403762_2019-12-25,0.9336202878538795,2019-12-25,2020.0351924713436
A_Netherlands_02474_2019_EPIISL406858_2019-12-26,0.5870323823839224,2019-12-26,2020.0378949397268
A_Netherlands_10000_2021_EPIISL1913253_2021-02-21,0.885983998493249,2021-02-21,2021.1796878316934
A_Netherlands_10001_2021_EPIISL4199171_2021-09-06,1.0000004296578398e-06,2021-09-06,2021.7120741035894
A_Netherlands_10001_2021_EPIISL6915275_2021-09-06,1.0000004296578398e-06,2021-09-06,2021.7120741035894
A_Netherlands_10002_2021_EPIISL4199172_2021-09-06,1.0000004296578398e-06,2021-09-06,2021.7120741035894
A_Netherlands_10002_2021_EPIISL6915276_2021-09-06,1.0000004296578398e-06,2021-09-06,2021.7120741035894
A_Netherlands_10002_2023_EPIISL16494733_2023-01-02_HA_4,2.0,2023-01-02,2023.0187175665646
A_Netherlands_10003_2021_EPIISL4199173_2021-09-02,1.0000004296578398e-06,2021-09-02,2021.701264230056
A_Netherlands_10004_2021_EPIISL4199174_2021-09-07,1.0000004296578836e-06,2021-09-07,2021.7147765719728
A_Netherlands_10004_2021_EPIISL6915278_2021-09-07,1.0000004296578836e-06,2021-09-07,2021.7147765719728
A_Netherlands_10005_2021_EPIISL6915289_2021-09-07,0.37976617970391663,2021-09-07,2021.714776571597
A_Netherlands_10008_2021_EPIISL4525906_2021-09-09,1.0000004296578544e-06,2021-09-09,2021.7201815087396
A_Netherlands_10009_2021_EPIISL4525908_2021-09-13,1.0000004296578544e-06,2021-09-13,2021.730991382273
A_Netherlands_10010_2021_EPIISL4525907_2021-09-11,1.0000004296578544e-06,2021-09-11,2021.7255864455062
A_Netherlands_10011_2021_EPIISL4969110_2021-09-20,1.0000004296578544e-06,2021-09-20,2021.7499086609564
A_Netherlands_10023_2021_EPIISL5526946_2021-10-09,1.0000004296578544e-06,2021-10-09,2021.8012555602402
A_Netherlands_10025_2021_EPIISL5526974_2021-09-11,1.0000004296578544e-06,2021-09-11,2021.7255864455062
A_Netherlands_10036_2022_EPIISL9750616_2022-01-26,2.0,2022-01-26,2022.0965002307455
A_Netherlands_10040_2022_EPIISL9750619_2022-01-30,0.396120759404538,2022-01-30,2022.107310104279
A_Netherlands_10046_2021_EPIISL6189230_2021-10-24,1.0000004296578544e-06,2021-10-24,2021.8417925859903
A_Netherlands_10058_2021_EPIISL12240172_2021-10-14,1.0000004296578544e-06,2021-10-14,2021.8147679021567
A_Netherlands_10074_2021_EPIISL9402253_2021-10-28,0.42901532530767916,2021-10-28,2021.852602459148
A_Netherlands_10098_2020_EPIISL411941_2020-02-10,0.9995962428351463,2020-02-10,2020.162884102457
A_Netherlands_10103_2020_EPIISL411948_2020-02-11,1.0000004296581873e-06,2020-02-11,2020.165586571216
A_Netherlands_10121_2020_EPIISL413525_2020-02-17,0.7858438191885475,2020-02-17,2020.1818013811405
A_Netherlands_10123_2021_EPIISL10626843_2021-11-03,1.0000004296578544e-06,2021-11-03,2021.868817269824
A_Netherlands_10124_2022_EPIISL10945475_2022-03-03,0.6253597255624074,2022-03-03,2022.1937890925465
A_Netherlands_10128_2021_EPIISL6824561_2021-11-08,0.9983007897877371,2021-11-08,2021.8823296113649
A_Netherlands_10137_2020_EPIISL413532_2020-02-19,1.1353886979669299,2020-02-19,2020.187206317907
A_Netherlands_10161_2022_EPIISL10945217_2022-03-04,1.0000004296577881e-06,2022-03-04,2022.1964915613055
A_Netherlands_10167_2022_EPIISL11166077_2022-03-07,0.38940750918427214,2022-03-07,2022.2045989660799
A_Netherlands_10184_2021_EPIISL7988202_2021-12-08,1.3536092523383003,2021-12-08,2021.9634036628654
A_Netherlands_10188_2023_EPIISL16867377_2023-01-30_HA_4,9.99999995976882e-07,2023-01-30,2023.0943866816742
A_Netherlands_10195_2021_EPIISL8452284_2021-12-20,0.6904472585608341,2021-12-20,2021.9958332834656
A_Netherlands_10203_2021_EPIISL8452430_2021-12-11,0.9886110104743163,2021-12-11,2021.9715110680156
A_Netherlands_10209_2020_EPIISL413541_2020-02-24,2.0,2020-02-24,2020.200718659824
A_Netherlands_10228_2021_EPIISL8708967_2021-12-30,1.5569115023982931,2021-12-30,2022.0228579672992
A_Netherlands_10259_2019_EPIISL416278_2019-10-31,2.0,2019-10-31,2019.8865567102591
A_Netherlands_10268_2019_EPIISL416280_2019-12-10,0.49885410055523033,2019-12-10,2019.9946554455933
A_Netherlands_10281_2022_EPIISL11166213_2022-03-08,2.0,2022-03-08,2022.207301434463
A_Netherlands_10284_2019_EPIISL410009_2019-12-31,0.6209007100007015,2019-12-31,2020.0514072816436
A_Netherlands_10325_2022_EPIISL11166227_2022-03-09,2.0,2022-03-09,2022.2100039028464
A_Netherlands_10336_2022_EPIISL11309881_2022-03-11,1.0000004296577998e-06,2022-03-11,2022.2154088399889
A_Netherlands_10343_2022_EPIISL11166254_2022-03-04,1.000000429657765e-06,2022-03-04,2022.1964915613055
A_Netherlands_10348_2022_EPIISL11449435_2022-03-14,2.0,2022-03-14,2022.2235162447632
A_Netherlands_10349_2022_EPIISL11449436_2022-03-11,1.0000004296850656e-06,2022-03-11,2022.2154088399889
A_Netherlands_10397_2022_EPIISL11309893_2022-03-09,1.0000004296579404e-06,2022-03-09,2022.210003903222
A_Netherlands_10448_2022_EPIISL11449489_2022-03-09,2.0,2022-03-09,2022.2100039028464
A_Netherlands_10464_2022_EPIISL11449447_2022-03-06,1.000000429657902e-06,2022-03-06,2022.2018964980723
A_Netherlands_10478_2022_EPIISL11449452_2022-03-10,0.6236471835092794,2022-03-10,2022.2127063712298
A_Netherlands_10567_2022_EPIISL11668992_2022-03-16,1.0000004296850656e-06,2022-03-16,2022.2289211819057
A_Netherlands_10691_2022_EPIISL11887872_2022-03-30,1.0000004296850656e-06,2022-03-30,2022.2667557392726
A_Netherlands_10910_2022_EPIISL12064270_2022-04-01,0.8600860319522045,2022-04-01,2022.2721606756636
A_Netherlands_10911_2022_EPIISL12064271_2022-04-01,2.0,2022-04-01,2022.2721606756636
A_Netherlands_10916_2022_EPIISL12212608_2022-04-06,1.0000004296850656e-06,2022-04-06,2022.285673017956
A_Netherlands_10998_2022_EPIISL12212632_2022-04-06,0.9982008602368381,2022-04-06,2022.2856730175804
A_Netherlands_11029_2022_EPIISL12212654_2022-04-11,2.0,2022-04-11,2022.299185359497
A_Netherlands_11043_2022_EPIISL12429559_2022-04-04,1.0000004296577881e-06,2022-04-04,2022.2802680811892
A_Netherlands_11161_2022_EPIISL12429478_2022-03-31,1.0000004296577881e-06,2022-03-31,2022.2694582076558
A_Netherlands_11169_2022_EPIISL12429486_2022-04-06,1.1637686164395225,2022-04-06,2022.2856730175804
A_Netherlands_11191_2022_EPIISL12429500_2022-04-11,0.9998795373187124,2022-04-11,2022.299185359497
A_Netherlands_11216_2022_EPIISL12429531_2022-04-18,1.0000004296850656e-06,2022-04-18,2022.3181026385562
A_Netherlands_11234_2022_EPIISL12429546_2022-04-16,0.9987458966307546,2022-04-16,2022.312697701414
A_Netherlands_11281_2022_EPIISL12676358_2022-04-28,1.0000004296850656e-06,2022-04-28,2022.34512732239
A_Netherlands_11285_2022_EPIISL12567887_2022-04-19,2.0,2022-04-19,2022.3208051065637
A_Netherlands_11409_2022_EPIISL12676654_2022-04-27,1.0000004296850656e-06,2022-04-27,2022.3424248540066
A_Netherlands_11442_2022_EPIISL12677142_2022-04-26,0.9983004431728205,2022-04-26,2022.3397223852473
A_Netherlands_11876_2022_EPIISL16140150_2022-12-02_HA_4,0.992073308948393,2022-12-02,2022.934265429585
A_Netherlands_12108_2022_EPIISL16494763_2022-12-23_HA_4,1.7256694382603146,2022-12-23,2022.9910172656353
A_Netherlands_12246_2022_EPIISL16600560_2022-12-31_HA_4,2.0,2022-12-31,2023.012637012702
A_Nevada_22_2016_EPIISL222079_2016-03-04,2.0,2016-03-04,2016.2767345671962
A_Nevada_49_2019_EPIISL409376_2019-12-30,2.0,2019-12-30,2020.0487048132602
A_NewHampshire_03_2021_EPIISL8814298_2021-11-18,0.9983008388624017,2021-11-18,2021.9093542951985
A_NewHampshire_10_2021_EPIISL8814302_2021-12-20,1.0000004296577352e-06,2021-12-20,2021.9958332838414
A_NewHampshire_35_2022_EPIISL16201628_2022-11-21_HA_4,9.999999959768757e-07,2022-11-21,2022.9045382777438
A_NewJersey_09_2021_EPIISL9631637_2021-12-27,1.344367636789866,2021-12-27,2022.0147505621492
A_NewJersey_15_2022_EPIISL12713964_2022-04-13,0.6719089932190535,2022-04-13,2022.3045902962638
A_NewJersey_42_2019_EPIISL491774_2019-12-02,0.6368230489658836,2019-12-02,2019.9730356985265
A_NewMexico_03_2022_EPIISL9671388_2022-01-04,1.0000004296577352e-06,2022-01-04,2022.0370459266876
A_NewMexico_10_2022_EPIISL11958660_2022-03-07,1.0000004296577352e-06,2022-03-07,2022.2045989664555
A_NewMexico_13779_2022_EPIISL16574603_2022-12-05_HA_4,2.0,2022-12-05,2022.942372834735
A_NewMexico_14_2018_EPIISL311694_2018-02-23,1.0901454315611991,2018-02-23,2018.2238630374018
A_NewMexico_33_2022_EPIISL16385159_2022-11-01_HA_4,9.999999960041966e-07,2022-11-01,2022.8504889100766
A_NewYork_01_2021_EPIISL3794331_2021-07-17,2.0,2021-07-17,2021.5742482156627
A_NewYork_02_2021_EPIISL7256285_2021-07-17,1.0000004296576077e-06,2021-07-17,2021.5742482160385
A_NewYork_02_2021_EPIISL7256673_2021-07-17,1.0000004296576077e-06,2021-07-17,2021.5742482160385
A_NewYork_02_2022_EPIISL9390600_2022-01-04,2.0,2022-01-04,2022.0370459263117
A_NewYork_03_2021_EPIISL7256962_2021-09-16,1.1069591895921211,2021-09-16,2021.7390987870474
A_NewYork_07_2022_EPIISL12109565_2022-03-07,1.0849380055961697,2022-03-07,2022.2045989660799
A_NewYork_11595_2020_EPIISL427949_2020-02-01,2.0,2020-02-01,2020.138561887007
A_NewYork_12506_2021_EPIISL8429147_2021-12-02,1.0000004296577352e-06,2021-12-02,2021.9471888529413
A_NewYork_13791_2022_EPIISL16574748_2022-11-29_HA_4,0.5152721917597634,2022-11-29,2022.926158024435
A_NewYork_13_2022_EPIISL12713567_2022-04-07,1.3023361268947533,2022-04-07,2022.2883754859636
A_NewYork_14005_2022_EPIISL16744258_2022-12-14_HA_4,0.7314106124343112,2022-12-14,2022.966695050185
A_NewYork_16_2023_EPIISL17100771_2023-01-12_HA_4,1.8287756175413967,2023-01-12,2023.045742250398
