name,date
A/Wisconsin/576/2019|EPIISL398321|2019-10-31,2019/10/31
A/Mississippi/32/2019|EPIISL400014|2019-11-19,2019/11/19
A/Texas/398/2019|EPIISL401005|2019-11-14,2019/11/14
A/Louisiana/48/2019|EPIISL400000|2019-11-06,2019/11/6
A/Indiana/46/2019|EPIISL409362|2019-12-14,2019/12/14
A/Maine/36/2019|EPIISL400854|2019-11-01,2019/11/1
A/Florida/143/2019|EPIISL412131|2019-12-30,2019/12/30
A/Florida/119/2019|EPIISL398796|2019-10-21,2019/10/21
A/Idaho/46/2019|EPIISL402487|2019-12-07,2019/12/7
A/Maryland/36/2019|EPIISL400821|2019-10-13,2019/10/13
A/Montana/56/2019|EPIISL401002|2019-11-14,2019/11/14
A/Florida/139/2019|EPIISL491828|2019-12-13,2019/12/13
A/California/200/2019|EPIISL409111|2019-10-31,2019/10/31
A/California/33/2020|EPIISL415768|2020-02-08,2020/2/8
A/Nevada/49/2019|EPIISL409376|2019-12-30,2019/12/30
A/Michigan/457/2019|EPIISL402518|2019-10-01,2019/10/1
A/Iowa/52/2019|EPIISL402449|2019-10-15,2019/10/15
A/Wisconsin/569/2019|EPIISL397015|2019-10-07,2019/10/7
A/Illinois/08/2020|EPIISL455801|2020-02-21,2020/2/21
A/Illinois/08/2020|EPIISL455796|2020-02-21,2020/2/21
A/Florida/127/2019|EPIISL404749|2019-11-21,2019/11/21
A/Michigan/483/2019|EPIISL413268|2019-12-25,2019/12/25
A/Montana/69/2019|EPIISL409104|2019-12-27,2019/12/27
A/Nonthaburi/75/2020|EPIISL1296341|2020-01-15,2020/1/15
A/Texas/394/2019|EPIISL398777|2019-10-21,2019/10/21
A/Pennsylvania/1024/2019|EPIISL402777|2019-10-22,2019/10/22
A/Pennsylvania/1029/2019|EPIISL400880|2019-11-27,2019/11/27
A/Laos/3145/2019|EPIISL418559|2019-10-29,2019/10/29
A/Laos/0446/2020|EPIISL717643|2020-02-02,2020/2/2
A/Washington/664/2019|EPIISL400004|2019-11-08,2019/11/8
A/Maryland/35/2019|EPIISL397171|2019-10-10,2019/10/10
A/Maryland/35/2019|EPIISL400814|2019-10-10,2019/10/10
A/NewJersey/42/2019|EPIISL491774|2019-12-02,2019/12/2
A/Maine/01/2020|EPIISL405731|2020-01-03,2020/1/3
A/Arizona/08/2020|EPIISL416765|2020-02-17,2020/2/17
A/Idaho/52/2019|EPIISL449736|2019-12-25,2019/12/25
A/Montana/63/2019|EPIISL402459|2019-12-09,2019/12/9
A/CzechRepublic/139/2020|EPIISL435295|2020-01-20,2020/1/20
A/Aberdare/6417/2019|EPIISL398668|2019-11-19,2019/11/19
A/Saint-Petersburg/RII-3057S/2020|EPIISL419087|2020-03-03,2020/3/3
A/Quebec/002/2020|EPIISL411579|2020-01-02,2020/1/2
A/Quebec/165/2019|EPIISL411538|2019-12-07,2019/12/7
A/Quebec/185/2019|EPIISL411569|2019-12-12,2019/12/12
A/Alberta/001/2020|EPIISL411552|2020-01-07,2020/1/7
A/NewYork/9890/2019|EPIISL403098|2019-10-11,2019/10/11
A/Ireland/79856/2019|EPIISL426206|2019-10-03,2019/10/3
A/Stockholm/31/2019|EPIISL396435|2019-10-14,2019/10/14
A/Stockholm/32/2019|EPIISL406323|2019-10-14,2019/10/14
A/Brest/2522/2019|EPIISL400340|2019-11-18,2019/11/18
A/FriuliVeneziaGiulia/233/2019|EPIISL416221|2019-11-28,2019/11/28
A/England/200420382/2019|EPIISL480533|2019-12-24,2019/12/24
A/England/194980826/2019|EPIISL408349|2019-11-29,2019/11/29
A/England/200181132/2019|EPIISL487030|2019-12-23,2019/12/23
A/England/200181207/2019|EPIISL487055|2019-12-27,2019/12/27
A/England/200120622/2019|EPIISL470948|2019-12-30,2019/12/30
A/England/200200175/2020|EPIISL480484|2020-01-02,2020/1/2
A/Hawaii/42/2019|EPIISL398940|2019-05-28,2019/5/28
A/HongKong/701/2020|EPIISL732326|2020-03-10,2020/3/10
A/Linkoping/19/2019|EPIISL404256|2019-12-17,2019/12/17
A/Quebec/198/2019|EPIISL411576|2019-12-19,2019/12/19
A/BritishColumbia/019/2020|EPIISL411568|2020-01-14,2020/1/14
A/England/11499/2020|EPIISL427853|2020-01-22,2020/1/22
A/England/194740483/2019|EPIISL408042|2019-11-18,2019/11/18
A/Halmstad/2/2020|EPIISL413685|2020-02-16,2020/2/16
A/Valencia/10142220200217|EPIISL414493|2020-02-17,2020/2/17
A/Catalonia/3511932NS/2020|EPIISL412057|2019-12-05,2019/12/5
A/HongKong/2678/2019|EPIISL377308|2019-06-18,2019/6/18
A/Iowa/60/2018|EPIISL397259|2018-10-17,2018/10/17
A/Newcastle/82/2018|EPIISL413290|2018-12-23,2018/12/23
A/SouthAustralia/34/2019|EPIISL413291|2019-02-06,2019/2/6
A/Maryland/12129/2020|EPIISL490900|2020-01-05,2020/1/5
A/Netherlands/10284/2019|EPIISL410009|2019-12-31,2019/12/31
A/Netherlands/10098/2020|EPIISL411941|2020-02-10,2020/2/10
A/Netherlands/01706/2019|EPIISL401978|2019-12-14,2019/12/14
A/Laos/F0054/2020|EPIISL637047|2019-12-30,2019/12/30
A/SAPPORO/61/2019|EPIISL684051|2019-11-15,2019/11/15
A/Laos/F3122/2019|EPIISL410509|2019-10-28,2019/10/28
A/Catalonia/0846659S/2019|EPIISL407971|2019-12-03,2019/12/3
A/Xinjiang-Hetian/1660/2019|EPIISL410680|2019-11-26,2019/11/26
A/Bangladesh/911009/2020|EPIISL2932737|2020-09-03,2020/9/3
A/Bangladesh/2004/2020|EPIISL959653|2020-10-04,2020/10/4
A/Bangladesh/2002/2020|EPIISL959652|2020-10-01,2020/10/1
A/Bangladesh/4005/2020|EPIISL959654|2020-10-04,2020/10/4
A/Bangladesh/0004/2020|EPIISL882853|2020-09-06,2020/9/6
A/Salalah/520266545/2020|EPIISL984706|2020-10-05,2020/10/5
A.AbuDhabi/390121/2021|EPIISL1040050|2021-01-15,2021/1/15
A/Norway/29511/2021|EPIISL9401944|2021-11-25,2021/11/25
A/Stockholm/4/2021|EPIISL3315856|2021-03-11,2021/3/11
A/Sohar/72125048/2021|EPIISL9401984|2021-09-08,2021/9/8
A/Salalah/72126169/2021|EPIISL9401994|2021-09-29,2021/9/29
A/Germany/12426/2021|EPIISL7404288|2021-09-30,2021/9/30
A/Germany/12218/2021|EPIISL4702754|2021-09-07,2021/9/7
A/Qatar/16-VI-21-3782139/2021|EPIISL6075489|2021-08-02,2021/8/2
A/Qatar/10-VI-21-3886441/2021|EPIISL6075476|2021-08-07,2021/8/7
A/Qatar/24-VI-21-4043041/2021|EPIISL5365836|2021-08-13,2021/8/13
A/Qatar/24-VI-21-4043041/2021|EPIISL4005788|2021-08-13,2021/8/13
A/Qatar/10-VI-21-3994025/2021|EPIISL5365812|2021-08-11,2021/8/11
A/Qatar/10-VI-21-3914545/2021|EPIISL4005767|2021-08-09,2021/8/9
A/Qatar/47-VI-21-3995023/2021|EPIISL5365843|2021-08-11,2021/8/11
A/Qatar/24-VI-21-3948134/2021|EPIISL5365832|2021-08-10,2021/8/10
A/Qatar/24-VI-21-3962572/2021|EPIISL5365833|2021-08-10,2021/8/10
A/Qatar/47-VI-21-3995023/2021|EPIISL4005794|2021-08-11,2021/8/11
A/Qatar/24-VI-21-3948134/2021|EPIISL4005781|2021-08-10,2021/8/10
A/Qatar/16-VI-21-3782139/2021|EPIISL5365817|2021-08-02,2021/8/2
A/Qatar/16-VI-21-3820344/2021|EPIISL6075481|2021-08-02,2021/8/2
A/Qatar/24-VI-21-3986733/2021|EPIISL5365834|2021-08-11,2021/8/11
A/Qatar/24-VI-21-3909543/2021|EPIISL5365829|2021-08-08,2021/8/8
A/Qatar/24-VI-21-3868954/2021|EPIISL6075477|2021-08-06,2021/8/6
A/Qatar/24-VI-21-3909543/2021|EPIISL4005778|2021-08-08,2021/8/8
A/Qatar/16-VI-21-3956954/2021|EPIISL4005773|2021-08-10,2021/8/10
A/Qatar/47-VI-21-3968065/2021|EPIISL5365840|2021-08-10,2021/8/10
A/Qatar/10-VI-21-3904627/2021|EPIISL6075488|2021-08-08,2021/8/8
A/Qatar/10-VI-21-4573977/2021|EPIISL8808666|2021-09-01,2021/9/1
A/Qatar/24-VI-21-3980766/2021|EPIISL6075473|2021-08-11,2021/8/11
A/Qatar/16-VI-21-3994707/2021|EPIISL5365823|2021-08-11,2021/8/11
A/Qatar/16-VI-21-3999123/2021|EPIISL4005776|2021-08-12,2021/8/12
A/Qatar/16-VI-21-3950368/2021|EPIISL5365821|2021-08-10,2021/8/10
A/Singapore/INFKK0002/2021|EPIISL3102211|2021-02-01,2021/2/1
A/Qatar/10-VI-21-3904627/2021|EPIISL4005766|2021-08-08,2021/8/8
A/Qatar/24-VI-21-3980766/2021|EPIISL4005783|2021-08-11,2021/8/11
A/Qatar/10-VI-21-3813895/2021|EPIISL6075479|2021-08-04,2021/8/4
A/Qatar/47-VI-21-4486313/2021|EPIISL12240193|2021-08-29,2021/8/29
A/Qatar/16-VI-21-3744895/2021|EPIISL6075485|2021-07-31,2021/7/31
A/Qatar/16-VI-21-3744895/2021|EPIISL5365815|2021-07-31,2021/7/31
A/Qatar/24-VI-21-3986733/2021|EPIISL4005785|2021-08-11,2021/8/11
A/Qatar/16-VI-21-3778452/2021|EPIISL6075490|2021-08-02,2021/8/2
A/Qatar/47-VI-21-3991750/2021|EPIISL4005793|2021-08-11,2021/8/11
A/Qatar/39-VI-21-4147440/2021|EPIISL4005789|2021-08-17,2021/8/17
A/Qatar/24-VI-21-3942752/2021|EPIISL4005780|2021-08-09,2021/8/9
A/Qatar/24-VI-21-3942752/2021|EPIISL5365831|2021-08-09,2021/8/9
A/Qatar/24-VI-21-4041206/2021|EPIISL4005787|2021-08-13,2021/8/13
A/Qatar/16-VI-21-3673175/2021|EPIISL6075487|2021-07-27,2021/7/27
A/Qatar/16-VI-21-3798042/2021|EPIISL6075480|2021-08-03,2021/8/3
A/Qatar/24-VI-21-3985321/2021|EPIISL4005784|2021-08-11,2021/8/11
A/Singapore/INFKK0001/2021|EPIISL3102210|2021-01-04,2021/1/4
A/Qatar/24-VI-21-4031255/2021|EPIISL6075472|2021-08-13,2021/8/13
A/Qatar/24-VI-21-4031255/2021|EPIISL4005786|2021-08-13,2021/8/13
A/Qatar/16-VI-21-3936112/2021|EPIISL5365820|2021-08-09,2021/8/9
A/AbuDhabi/1541032/2021|EPIISL2800343|2021-06-02,2021/6/2
A/Texas/12741/2022|EPIISL12730184|2022-01-03,2022/1/3
A/Iran/Aban17A/2021|EPIISL9593242|2021-11-06,2021/11/6
A/Nepal/NPWR-05637/2021|EPIISL2932453|2021-04-08,2021/4/8
A/Nepal/NPWR-05637/2021|EPIISL2932452|2021-04-08,2021/4/8
A/Singapore/INFKK0001/2021|EPIISL3983679|2021-01-04,2021/1/4
A/Stockholm/6/2021|EPIISL2234358|2021-04-23,2021/4/23
A/Stockholm/5/2021|EPIISL3315857|2021-04-16,2021/4/16
A/Stockholm/5/2021|EPIISL2234357|2021-04-16,2021/4/16
A/Norway/16606/2021|EPIISL5946220|2021-08-07,2021/8/7
A/Norway/16960/2021|EPIISL5365802|2021-08-08,2021/8/8
A/Norway/16606/2021|EPIISL5365800|2021-08-07,2021/8/7
A/Qatar/34-VI-21-3664968/2021|EPIISL5365837|2021-07-27,2021/7/27
A/Qatar/34-VI-21-3664968/2021|EPIISL6075486|2021-07-27,2021/7/27
A/Philippines/16/2021|EPIISL11499460|2021-11-01,2021/11/1
A/Nepal/21FL2699/2021|EPIISL5419121|2021-08-11,2021/8/11
A/Nepal/21FL1719/2021|EPIISL5419099|2021-07-07,2021/7/7
A/Qatar/10-VI-21-4396149/2021|EPIISL12240190|2021-08-26,2021/8/26
A/Qatar/10-VI-21-4396149/2021|EPIISL8808680|2021-08-26,2021/8/26
A/Nepal/21FL2304/2021|EPIISL5419103|2021-08-01,2021/8/1
A/Nepal/21FL2304/2021|EPIISL5419102|2021-08-01,2021/8/1
A/Nepal/21FL2700/2021|EPIISL5419123|2021-08-11,2021/8/11
A/Qatar/16-VI-21-4035811/2021|EPIISL5365827|2021-08-13,2021/8/13
A/Nepal/21FL2415/2021|EPIISL5419107|2021-08-03,2021/8/3
A/Nepal/21FL2854/2021|EPIISL10626780|2021-08-23,2021/8/23
A/England/214340802/2021|EPIISL8609188|2021-10-20,2021/10/20
A/England/214720679/2021|EPIISL8929292|2021-11-19,2021/11/19
A/England/220261230/2022|EPIISL9650314|2022-01-13,2022/1/13
A/England/211640706/2021|EPIISL5935277|2021-04-18,2021/4/18
A/Stockholm/1/2021|EPIISL860634|2021-01-08,2021/1/8
A/Stockholm/1/2021|EPIISL2932741|2021-01-08,2021/1/8
A/Stockholm/2/2021|EPIISL1055767|2021-01-23,2021/1/23
A/Nepal/20FL2312/2020|EPIISL2233243|2020-12-19,2020/12/19
A/Nepal/21FL0201/2021|EPIISL2233244|2021-02-01,2021/2/1
A/Milano/01/2021|EPIISL9627679|2021-09-26,2021/9/26
A/Norway/10230/2021|EPIISL2932740|2021-04-14,2021/4/14
A/Israel/R-6982/2021|EPIISL9627678|2021-09-12,2021/9/12
A/AbuDhabi/383196/2021|EPIISL2800340|2021-02-07,2021/2/7
A/AbuDhabi/01/2021|EPIISL956319|2021-01-01,2021/1/1
A/AbuDhabi/2375/2021|EPIISL956338|2021-01-17,2021/1/17
A/Netherlands/10184/2021|EPIISL7988202|2021-12-08,2021/12/8
A/Bangladesh/4002/2020|EPIISL968666|2020-10-05,2020/10/5
A/Bangladesh/0002/2020|EPIISL882852|2020-09-03,2020/9/3
A/Bangladesh/3011/2020|EPIISL717680|2020-09-23,2020/9/23
A/Bangladesh/1001/2020|EPIISL717679|2020-09-05,2020/9/5
A/Bangladesh/1200913016/2020|EPIISL882866|2020-09-15,2020/9/15
A/Bangladesh/2004/2020|EPIISL717685|2020-10-04,2020/10/4
A/Bangladesh/1011/2020|EPIISL882809|2020-10-05,2020/10/5
A/Bangladesh/1201012002/2020|EPIISL766852|2020-10-03,2020/10/3
A/Bangladesh/1010009/2020|EPIISL965040|2020-10-10,2020/10/10
A/Bangladesh/1014/2020|EPIISL882870|2020-10-28,2020/10/28
A/Bangladesh/2004/2020|EPIISL965042|2020-10-04,2020/10/4
A/Bangladesh/1478/2020|EPIISL882824|2020-10-21,2020/10/21
A/Bangladesh/1201012021/2020|EPIISL882859|2020-10-27,2020/10/27
A/Bangladesh/1201012002/2020|EPIISL882878|2020-10-03,2020/10/3
A/Bangladesh/3201003001/2020|EPIISL882854|2020-10-01,2020/10/1
A/Bangladesh/1010009/2020|EPIISL717683|2020-10-10,2020/10/10
A/Bangladesh/3004/2020|EPIISL717690|2020-10-04,2020/10/4
A/Bangladesh/3004/2020|EPIISL882873|2020-10-04,2020/10/4
A/Bangladesh/1005/2020|EPIISL882815|2020-09-28,2020/9/28
A/Bangladesh/1002/2020|EPIISL717684|2020-10-05,2020/10/5
A/Bangladesh/1002/2020|EPIISL965039|2020-10-05,2020/10/5
A/Bahrain/4981/2021|EPIISL1064127|2021-01-12,2021/1/12
A/Bahrain/9211/2021|EPIISL1064138|2021-01-14,2021/1/14
A/Bahrain/1344/2021|EPIISL1296354|2021-01-10,2021/1/10
A/Bangladesh/2010/2020|EPIISL882858|2020-10-20,2020/10/20
A/Bangladesh/1010007/2020|EPIISL717673|2020-10-07,2020/10/7
A/Bangladesh/1937/2020|EPIISL882821|2020-10-19,2020/10/19
A/Bangladesh/2002/2020|EPIISL717682|2020-10-01,2020/10/1
A/Bangladesh/1817/2020|EPIISL882829|2020-10-06,2020/10/6
A/Michigan/05/2021|EPIISL5979547|2021-09-26,2021/9/26
A/Michigan/04/2021|EPIISL5327606|2021-09-19,2021/9/19
A/Bangladesh/1928/2020|EPIISL882830|2020-10-05,2020/10/5
A/Bangladesh/4006/2020|EPIISL882838|2020-10-18,2020/10/18
A/Bangladesh/1004005/2020|EPIISL1015485|2020-10-06,2020/10/6
A/Bangladesh/4002/2020|EPIISL717689|2020-10-05,2020/10/5
A/Bangladesh/4002/2020|EPIISL882874|2020-10-05,2020/10/5
A/AbuDhabi/390121/2021|EPIISL1064136|2021-01-15,2021/1/15
A/AbuDhabi/390121/2021|EPIISL1296360|2021-01-15,2021/1/15
A/India/Pun-NIV300460/2021Apr|EPIISL2365362|2021-04-08,2021/4/8
A/India/Pun-NIV293212/2021Feb|EPIISL1718306|2021-02-09,2021/2/9
A/India/Pun-NIV289524/2021Jan|EPIISL1246959|2021-01-07,2021/1/7
A/Nepal/Npwr-05637/2021|EPIISL4080569|2021-04-08,2021/4/8
A/Michigan/02/2021|EPIISL3534320|2021-07-14,2021/7/14
A/Pakistan/NMC1/2021|EPIISL9346118|2021-10-14,2021/10/14
A/Florida/01/2022|EPIISL10492926|2022-01-10,2022/1/10
A/India/Pun-NIV293693/2021Feb|EPIISL2365360|2021-02-15,2021/2/15
A/Pakistan/ICT7/2021|EPIISL9346125|2021-09-16,2021/9/16
A/Denmark/84/2021|EPIISL9988839|2021-12-28,2021/12/28
A/AbuDhabi/2211541032/2021|EPIISL3534318|2021-06-03,2021/6/3
A/Norway/16606/2021|EPIISL7256997|2021-08-07,2021/8/7
A/Norway/16606/2021|EPIISL8814257|2021-08-07,2021/8/7
A/Michigan/03/2021|EPIISL4373590|2021-08-18,2021/8/18
A/Michigan/03/2021|EPIISL4373574|2021-08-18,2021/8/18
A/Delaware/01/2021|EPIISL2518750|2021-04-16,2021/4/16
A/Delaware/01/2021|EPIISL2518731|2021-04-16,2021/4/16
A/Netherlands/00007/2021|EPIISL8814258|2021-08-02,2021/8/2
A/Lisboa/135/2022|EPIISL12142198|2022-03-07,2022/3/7
A/Romania/310/2022|EPIISL12809112|2022-03-21,2022/3/21
A/Denmark/245/2022|EPIISL12323625|2022-02-25,2022/2/25
A/Massachusetts/07/2022|EPIISL12713451|2022-03-22,2022/3/22
A/Massachusetts/07/2022|EPIISL12713496|2022-03-22,2022/3/22
A/Lisboa/145/2022|EPIISL12142279|2022-03-07,2022/3/7
A/NewJersey/15/2022|EPIISL12713964|2022-04-13,2022/4/13
A/Denmark/559/2022|EPIISL12344018|2022-03-09,2022/3/9
A/Denmark/11/2022|EPIISL9304988|2022-01-09,2022/1/9
A/Denmark/295/2022|EPIISL12323577|2022-03-01,2022/3/1
A/Denmark/277/2022|EPIISL12323623|2022-02-28,2022/2/28
A/Denmark/120/2022|EPIISL12322669|2022-02-14,2022/2/14
A/Denmark/125/2022|EPIISL12322654|2022-02-14,2022/2/14
A/Denmark/211/2022|EPIISL12323482|2022-02-22,2022/2/22
A/Denmark/79/2021|EPIISL9488859|2021-12-21,2021/12/21
A/Denmark/123/2021|EPIISL9304978|2021-12-31,2021/12/31
A/Montana/05/2021|EPIISL8636573|2021-11-17,2021/11/17
A/Denmark/87/2021|EPIISL9488861|2021-12-24,2021/12/24
A/NewYork/03/2021|EPIISL7256962|2021-09-16,2021/9/16
A/Maryland/12267/2021|EPIISL6854994|2021-09-30,2021/9/30
A/Maryland/12222/2021|EPIISL6854993|2021-09-16,2021/9/16
A/Maryland/12227/2021|EPIISL6854987|2021-09-22,2021/9/22
A/California/52/2021|EPIISL9033780|2021-12-20,2021/12/20
A/Connecticut/02/2021|EPIISL8557850|2021-11-05,2021/11/5
A/Nebraska/06/2021|EPIISL8636536|2021-11-30,2021/11/30
A/Ohio/07/2021|EPIISL8557869|2021-11-17,2021/11/17
A/Pennsylvania/15/2022|EPIISL11497639|2022-02-06,2022/2/6
A/Nebraska/12/2021|EPIISL9389011|2021-12-27,2021/12/27
A/Kansas/06/2021|EPIISL9033340|2021-12-14,2021/12/14
A/NorthDakota/07/2021|EPIISL9389035|2021-12-24,2021/12/24
A/Virginia/01/2021|EPIISL8810267|2021-11-22,2021/11/22
A/Tennessee/22/2021|EPIISL9389034|2021-12-14,2021/12/14
A/SouthDakota/03/2021|EPIISL8636590|2021-11-25,2021/11/25
A/California/55/2022|EPIISL12716170|2022-03-31,2022/3/31
A/NorthCarolina/13/2021|EPIISL11532922|2021-12-25,2021/12/25
A/Idaho/07/2022|EPIISL11959221|2022-02-10,2022/2/10
A/NorthCarolina/07/2021|EPIISL8557723|2021-11-18,2021/11/18
A/Washington/08/2021|EPIISL9346160|2021-12-17,2021/12/17
A/NorthCarolina/12/2021|EPIISL9033376|2021-12-11,2021/12/11
A/Montana/09/2021|EPIISL8636588|2021-11-29,2021/11/29
A/Nebraska/03/2021|EPIISL8636592|2021-11-15,2021/11/15
A/Mississippi/02/2021|EPIISL7602544|2021-11-10,2021/11/10
A/NewMexico/03/2022|EPIISL9671388|2022-01-04,2022/1/4
A/Texas/05/2021|EPIISL8636572|2021-11-23,2021/11/23
A/Georgia/05/2021|EPIISL8557855|2021-11-23,2021/11/23
A/Wisconsin/16/2021|EPIISL8557815|2021-11-30,2021/11/30
A/Virginia/02/2021|EPIISL8810279|2021-11-26,2021/11/26
A/NewMexico/10/2022|EPIISL11958660|2022-03-07,2022/3/7
A/Oregon/03/2021|EPIISL11532839|2021-11-26,2021/11/26
A/NorthCarolina/12/2021|EPIISL8814262|2021-12-11,2021/12/11
A/Minnesota/05/2021|EPIISL8636586|2021-11-16,2021/11/16
A/Delaware/11/2021|EPIISL8814428|2021-12-13,2021/12/13
A/Wisconsin/15/2021|EPIISL8557871|2021-11-27,2021/11/27
A/Florida/19/2021|EPIISL9390636|2021-12-05,2021/12/5
A/Maryland/02/2021|EPIISL6306357|2021-10-03,2021/10/3
A/Washington/05/2021|EPIISL9033439|2021-12-07,2021/12/7
A/NewHampshire/10/2021|EPIISL8814302|2021-12-20,2021/12/20
A/PuertoRico/03/2021|EPIISL9631636|2021-12-11,2021/12/11
A/Kentucky/02/2021|EPIISL8813502|2021-11-29,2021/11/29
A/Illinois/11/2021|EPIISL9631597|2021-12-21,2021/12/21
A/Illinois/07/2021|EPIISL9346176|2021-12-19,2021/12/19
A/Wyoming/11/2021|EPIISL9033420|2021-12-17,2021/12/17
A/Florida/12/2021|EPIISL8557724|2021-11-21,2021/11/21
A/Iowa/05/2022|EPIISL11497380|2022-01-19,2022/1/19
A/Maryland/12232/2021|EPIISL6854996|2021-09-23,2021/9/23
A/Michigan/16/2021|EPIISL8557756|2021-11-10,2021/11/10
A/Alaska/03/2022|EPIISL11533828|2022-02-08,2022/2/8
A/Delaware/13/2022|EPIISL12109553|2022-03-07,2022/3/7
A/Illinois/16/2022|EPIISL12713541|2022-04-15,2022/4/15
A/RhodeIsland/06/2021|EPIISL7602561|2021-11-16,2021/11/16
A/DistrictOfColumbia/10/2021|EPIISL8810276|2021-12-08,2021/12/8
A/SouthDakota/04/2021|EPIISL8813666|2021-12-20,2021/12/20
A/Kansas/20/2022|EPIISL12710572|2022-03-29,2022/3/29
A/Alaska/10/2022|EPIISL12716196|2022-04-08,2022/4/8
A/California/60/2021|EPIISL9033449|2021-12-25,2021/12/25
A/Missouri/04/2022|EPIISL10825994|2022-01-18,2022/1/18
A/Pennsylvania/10/2022|EPIISL10827017|2022-01-15,2022/1/15
A/Michigan/20/2021|EPIISL8636546|2021-11-21,2021/11/21
A/Florida/08/2021|EPIISL7602480|2021-11-12,2021/11/12
A/Alaska/05/2021|EPIISL11958759|2021-12-22,2021/12/22
A/Montana/11/2021|EPIISL9033421|2021-12-13,2021/12/13
A/RhodeIsland/17/2021|EPIISL9033385|2021-12-28,2021/12/28
A/Arkansas/10/2022|EPIISL12713561|2022-04-05,2022/4/5
A/NewHampshire/03/2021|EPIISL8814298|2021-11-18,2021/11/18
A/NewJersey/09/2021|EPIISL9631637|2021-12-27,2021/12/27
A/Kansas/11/2022|EPIISL11533867|2022-02-10,2022/2/10
A/Alabama/08/2022|EPIISL10826002|2022-01-13,2022/1/13
A/California/28/2021|EPIISL9033461|2021-12-05,2021/12/5
A/Delaware/09/2021|EPIISL8814426|2021-12-12,2021/12/12
A/Illinois/04/2022|EPIISL11533868|2022-02-08,2022/2/8
A/Mississippi/13/2022|EPIISL12713134|2022-04-08,2022/4/8
A/SouthCarolina/04/2021|EPIISL8636651|2021-11-03,2021/11/3
A/NorthCarolina/09/2021|EPIISL8810272|2021-12-02,2021/12/2
A/SouthCarolina/07/2021|EPIISL8636650|2021-11-23,2021/11/23
A/RhodeIsland/17/2022|EPIISL12713483|2022-03-21,2022/3/21
A/RhodeIsland/09/2021|EPIISL8557844|2021-11-30,2021/11/30
A/Missouri/13/2022|EPIISL12710485|2022-03-08,2022/3/8
A/NorthCarolina/06/2022|EPIISL12713536|2022-03-29,2022/3/29
A/DistrictOfColumbia/05/2022|EPIISL11497632|2022-02-10,2022/2/10
A/Vermont/03/2022|EPIISL10493032|2022-01-17,2022/1/17
A/Vermont/03/2022|EPIISL10826920|2022-01-17,2022/1/17
A/Arizona/14/2022|EPIISL11959118|2022-03-05,2022/3/5
A/NewYork/07/2022|EPIISL12109565|2022-03-07,2022/3/7
A/Iowa/19/2022|EPIISL12713507|2022-04-01,2022/4/1
A/RhodeIsland/03/2022|EPIISL10492988|2022-01-11,2022/1/11
A/Wisconsin/23/2022|EPIISL12713349|2022-04-01,2022/4/1
A/DistrictOfColumbia/24/2022|EPIISL12713472|2022-03-30,2022/3/30
A/Serbia/214/2022|EPIISL11956888|2022-01-12,2022/1/12
A/Netherlands/00334/2022|EPIISL11782216|2022-03-14,2022/3/14
A/Netherlands/00258/2022|EPIISL11522809|2022-03-06,2022/3/6
A/Netherlands/00388/2022|EPIISL11782111|2022-03-18,2022/3/18
A/Netherlands/00313/2022|EPIISL11522877|2022-03-14,2022/3/14
A/Netherlands/00826/2022|EPIISL12555329|2022-04-21,2022/4/21
A/Netherlands/00136/2022|EPIISL11100076|2022-03-02,2022/3/2
A/Netherlands/00109/2022|EPIISL11100061|2022-02-28,2022/2/28
A/Michigan/173/2020|EPIISL5332903|2020-11-19,2020/11/19
A/Michigan/173/2020|EPIISL965035|2020-11-19,2020/11/19
A/Michigan/173/2020|EPIISL5332898|2020-11-19,2020/11/19
A/Michigan/173/2020|EPIISL3479384|2020-11-19,2020/11/19
A/Texas/01/2021|EPIISL3855650|2021-08-04,2021/8/4
A/Texas/01/2021|EPIISL3855640|2021-08-04,2021/8/4
A/Denmark/28/2021|EPIISL9488850|2021-11-11,2021/11/11
A/Pakistan/ICT10/2021|EPIISL9346132|2021-09-13,2021/9/13
A/Philippines/4/2021|EPIISL3950046|2021-06-24,2021/6/24
A/Pennsylvania/01/2021|EPIISL1732523|2021-03-19,2021/3/19
A/Pennsylvania/01/2021|EPIISL1732522|2021-03-19,2021/3/19
A/Pennsylvania/01/2021|EPIISL5332897|2021-03-19,2021/3/19
A/Pennsylvania/01/2021|EPIISL6854988|2021-03-19,2021/3/19
A/Pennsylvania/01/2021|EPIISL6854995|2021-03-19,2021/3/19
A/India/PUN-NIV299083/2021|EPIISL4373432|2021-04-01,2021/4/1
A/India/PUN-NIV301132/2021|EPIISL4080561|2021-04-11,2021/4/11
A/India/PUN-NIV312063/2021|EPIISL4373546|2021-05-09,2021/5/9
A/India/PUN-NIV303835/2021|EPIISL4373458|2021-04-20,2021/4/20
A/India/PUN-NIV303835/2021|EPIISL4080560|2021-04-20,2021/4/20
A/India/PUN-NIV302100/2021|EPIISL4080565|2021-04-12,2021/4/12
A/Wisconsin/02/2021|EPIISL1064118|2021-01-23,2021/1/23
A/Wisconsin/02/2021|EPIISL1064117|2021-01-23,2021/1/23
A/AbuDhabi/2375/2021|EPIISL1064139|2021-01-17,2021/1/17
A/India/Pun-NIV295198/2021Mar|EPIISL1718310|2021-03-03,2021/3/3
A/AbuDhabi/2210383196/2021/2021|EPIISL3794366|2021-02-07,2021/2/7
